target_gene	probe_count	annotated_ensembl_isoform_count	matched_probe_count	unmatched_probe_count	hit_isoform_count	hit_isoforms	common_to_all_probes_count	common_to_all_probes	distinct_probe_isoform_sets	classification
CCL15	5	8	5	0	6	ENST00000614050.1,ENST00000617897.2,ENST00000979505.1,ENST00000979506.1,ENST00000979507.1,ENST00001143488.1	2	ENST00000617897.2,ENST00001143488.1	4	multiple_isoforms_differential_probe_coverage
CCL18	5	7	5	0	7	ENST00000614828.2,ENST00000615723.2,ENST00000616054.2,ENST00000616474.1,ENST00000631496.1,ENST00000633729.1,ENST00001135173.1	4	ENST00000614828.2,ENST00000615723.2,ENST00000616054.2,ENST00001135173.1	2	multiple_isoforms_differential_probe_coverage
CCL19	5	7	5	0	7	ENST00000311925.7,ENST00000378800.4,ENST00000485502.1,ENST00001022357.1,ENST00001103786.1,ENST00001103787.1,ENST00001133750.1	2	ENST00000311925.7,ENST00001133750.1	3	multiple_isoforms_differential_probe_coverage
CCL2	5	4	5	0	4	ENST00000225831.4,ENST00000580907.6,ENST00000624362.2,ENST00001137144.1	2	ENST00000225831.4,ENST00001137144.1	3	multiple_isoforms_differential_probe_coverage
CCL20	5	6	5	0	6	ENST00000358813.5,ENST00000409189.7,ENST00000473642.1,ENST00000489160.1,ENST00000646475.1,ENST00001145007.1	3	ENST00000358813.5,ENST00000409189.7,ENST00001145007.1	3	multiple_isoforms_differential_probe_coverage
CCL21	5	8	5	0	8	ENST00000259607.7,ENST00000378792.2,ENST00000714162.1,ENST00000714163.2,ENST00000885823.1,ENST00000885824.2,ENST00001103807.1,ENST00001135508.1	6	ENST00000259607.7,ENST00000714162.1,ENST00000714163.2,ENST00000885823.1,ENST00001103807.1,ENST00001135508.1	3	multiple_isoforms_differential_probe_coverage
CCL23	5	8	5	0	8	ENST00000610342.2,ENST00000612516.5,ENST00000613876.1,ENST00000615050.2,ENST00000631414.1,ENST00000632633.1,ENST00000978234.1,ENST00001139374.1	2	ENST00000615050.2,ENST00001139374.1	4	multiple_isoforms_differential_probe_coverage
CCL26	5	3	4	1	3	ENST00000005180.9,ENST00000394905.2,ENST00001141024.1	0		2	incomplete_probe_mapping
CCL28	5	8	5	0	8	ENST00000361115.4,ENST00000489442.5,ENST00000513525.2,ENST00000514421.1,ENST00001007273.1,ENST00001013199.1,ENST00001013200.1,ENST00001013201.1	1	ENST00000361115.4	4	multiple_isoforms_differential_probe_coverage
CCL3	5	9	5	0	9	ENST00000613396.2,ENST00000613922.2,ENST00000613928.1,ENST00000614051.1,ENST00000616221.2,ENST00000631513.1,ENST00000631877.1,ENST00000633297.1,ENST00000633327.1	6	ENST00000613396.2,ENST00000613922.2,ENST00000614051.1,ENST00000616221.2,ENST00000631877.1,ENST00000633297.1	2	multiple_isoforms_differential_probe_coverage
CCL3L3	5	10	5	0	10	ENST00000612067.2,ENST00000612839.1,ENST00000615140.2,ENST00000616702.1,ENST00000619989.1,ENST00000621940.2,ENST00000631715.1,ENST00000631909.1,ENST00000633588.1,ENST00000634179.1	4	ENST00000612067.2,ENST00000615140.2,ENST00000619989.1,ENST00000621940.2	3	multiple_isoforms_differential_probe_coverage
CCL4	5	12	5	0	12	ENST00000610612.1,ENST00000613036.1,ENST00000613947.1,ENST00000615863.2,ENST00000617322.4,ENST00000621600.4,ENST00000621626.2,ENST00000631928.1,ENST00001102275.1,ENST00001102276.1,ENST00001118363.1,ENST00001142192.1	5	ENST00000615863.2,ENST00000621600.4,ENST00001102275.1,ENST00001118363.1,ENST00001142192.1	3	multiple_isoforms_differential_probe_coverage
CCL4L2	5	31	5	0	31	ENST00000610565.5,ENST00000613173.5,ENST00000613828.3,ENST00000614182.4,ENST00000615418.4,ENST00000616100.4,ENST00000617405.6,ENST00000617416.5,ENST00000620055.5,ENST00000620063.3,ENST00000620098.5,ENST00000620250.2,ENST00000620576.5,ENST00000620732.5,ENST00000622783.2,ENST00000631554.1,ENST00000631768.1,ENST00000631782.1,ENST00000631808.2,ENST00000632480.1,ENST00000632699.1,ENST00000633309.2,ENST00000633550.1,ENST00000633849.1,ENST00000633897.1,ENST00000633927.1,ENST00000634014.2,ENST00000634027.1,ENST00000634191.1,ENST00000713563.1,ENST00001142549.1	21	ENST00000610565.5,ENST00000613173.5,ENST00000614182.4,ENST00000615418.4,ENST00000616100.4,ENST00000617405.6,ENST00000617416.5,ENST00000620098.5,ENST00000620732.5,ENST00000631554.1,ENST00000631768.1,ENST00000631782.1,ENST00000631808.2,ENST00000633309.2,ENST00000633550.1,ENST00000633849.1,ENST00000633897.1,ENST00000633927.1,ENST00000634027.1,ENST00000634191.1,ENST00000713563.1	2	multiple_isoforms_differential_probe_coverage
CCL5	5	7	5	0	7	ENST00000605140.6,ENST00000605509.3,ENST00000613606.2,ENST00000618639.4,ENST00000632752.1,ENST00000651122.2,ENST00001006764.1	6	ENST00000605140.6,ENST00000605509.3,ENST00000613606.2,ENST00000618639.4,ENST00000651122.2,ENST00001006764.1	2	multiple_isoforms_differential_probe_coverage
CCL7	5	3	5	0	3	ENST00000378569.2,ENST00000394627.6,ENST00000394630.4	1	ENST00000378569.2	4	multiple_isoforms_differential_probe_coverage
CCL8	5	1	5	0	1	ENST00000394620.2	1	ENST00000394620.2	1	single_isoform
CCND1	5	12	5	0	12	ENST00000227507.3,ENST00000535993.1,ENST00000536559.2,ENST00000539241.1,ENST00000542367.1,ENST00000545484.1,ENST00000913508.1,ENST00001062674.1,ENST00001062675.1,ENST00001062676.1,ENST00001126780.1,ENST00001136151.1	4	ENST00000227507.3,ENST00001062674.1,ENST00001062676.1,ENST00001136151.1	4	multiple_isoforms_differential_probe_coverage
CCR1	5	6	5	0	6	ENST00000296140.4,ENST00000903399.2,ENST00000903400.2,ENST00000944216.1,ENST00000944217.2,ENST00001142516.1	6	ENST00000296140.4,ENST00000903399.2,ENST00000903400.2,ENST00000944216.1,ENST00000944217.2,ENST00001142516.1	1	multiple_isoforms_same_probe_coverage
CCR10	5	3	5	0	3	ENST00000332438.4,ENST00000591568.1,ENST00000591765.2	2	ENST00000332438.4,ENST00000591765.2	2	multiple_isoforms_differential_probe_coverage
CCR2	5	6	5	0	5	ENST00000400888.3,ENST00000421659.1,ENST00000445132.3,ENST00000908302.1,ENST00000963442.2	4	ENST00000400888.3,ENST00000445132.3,ENST00000908302.1,ENST00000963442.2	2	multiple_isoforms_differential_probe_coverage
CCR5	5	3	5	0	3	ENST00000292303.5,ENST00000445772.1,ENST00001142998.1	2	ENST00000292303.5,ENST00001142998.1	2	multiple_isoforms_differential_probe_coverage
CCR7	5	7	5	0	5	ENST00000246657.2,ENST00000578085.1,ENST00000579344.2,ENST00000858771.2,ENST00001142548.1	3	ENST00000246657.2,ENST00000579344.2,ENST00001142548.1	2	multiple_isoforms_differential_probe_coverage
CCRL2	5	12	5	0	10	ENST00000357392.5,ENST00000399036.4,ENST00000400880.3,ENST00000400882.2,ENST00000433848.1,ENST00000909474.1,ENST00000909475.1,ENST00000909476.2,ENST00000909477.2,ENST00001143838.1	9	ENST00000357392.5,ENST00000399036.4,ENST00000400880.3,ENST00000400882.2,ENST00000909474.1,ENST00000909475.1,ENST00000909476.2,ENST00000909477.2,ENST00001143838.1	2	multiple_isoforms_differential_probe_coverage
CD14	5	8	5	0	8	ENST00000302014.11,ENST00000498971.8,ENST00000512545.3,ENST00000519715.3,ENST00000905960.2,ENST00001098257.1,ENST00001120605.1,ENST00001132071.1	8	ENST00000302014.11,ENST00000498971.8,ENST00000512545.3,ENST00000519715.3,ENST00000905960.2,ENST00001098257.1,ENST00001120605.1,ENST00001132071.1	1	multiple_isoforms_same_probe_coverage
CD163	5	31	5	0	27	ENST00000359156.9,ENST00000396620.8,ENST00000432237.3,ENST00000537044.1,ENST00000538840.1,ENST00000539632.1,ENST00000541972.5,ENST00000894017.2,ENST00000894018.2,ENST00000894019.2,ENST00000960361.2,ENST00000960362.2,ENST00000960363.2,ENST00000960364.2,ENST00000960365.2,ENST00000960366.2,ENST00000960367.2,ENST00000960368.2,ENST00001036807.1,ENST00001036808.1,ENST00001036809.1,ENST00001036810.1,ENST00001036811.1,ENST00001036812.1,ENST00001106179.1,ENST00001106180.1,ENST00001140652.1	19	ENST00000359156.9,ENST00000396620.8,ENST00000432237.3,ENST00000537044.1,ENST00000894017.2,ENST00000894018.2,ENST00000894019.2,ENST00000960361.2,ENST00000960362.2,ENST00000960363.2,ENST00000960364.2,ENST00000960366.2,ENST00001036807.1,ENST00001036808.1,ENST00001036809.1,ENST00001036810.1,ENST00001036811.1,ENST00001036812.1,ENST00001140652.1	5	multiple_isoforms_differential_probe_coverage
CD164	5	35	5	0	34	ENST00000275080.12,ENST00000310786.10,ENST00000324953.10,ENST00000413644.7,ENST00000415861.2,ENST00000499860.6,ENST00000504373.2,ENST00000506649.5,ENST00000512212.1,ENST00000512821.6,ENST00000864382.2,ENST00000864383.2,ENST00000864384.2,ENST00000928088.2,ENST00000928089.2,ENST00000999718.1,ENST00000999719.1,ENST00001022917.1,ENST00001022919.1,ENST00001022921.1,ENST00001064006.1,ENST00001100744.1,ENST00001100745.1,ENST00001100746.1,ENST00001100747.1,ENST00001100748.1,ENST00001100749.1,ENST00001100750.1,ENST00001129738.1,ENST00001129739.1,ENST00001129740.1,ENST00001129742.1,ENST00001129743.1,ENST00001138740.1	15	ENST00000275080.12,ENST00000310786.10,ENST00000324953.10,ENST00000413644.7,ENST00000504373.2,ENST00000864384.2,ENST00000928088.2,ENST00000928089.2,ENST00000999718.1,ENST00000999719.1,ENST00001022917.1,ENST00001022919.1,ENST00001022921.1,ENST00001064006.1,ENST00001138740.1	5	multiple_isoforms_differential_probe_coverage
CD19	5	5	5	0	4	ENST00000324662.9,ENST00000538922.8,ENST00000565089.5,ENST00000566890.1	3	ENST00000324662.9,ENST00000538922.8,ENST00000565089.5	2	multiple_isoforms_differential_probe_coverage
CD2	5	8	5	0	8	ENST00000369477.2,ENST00000369478.4,ENST00000851329.1,ENST00000851330.2,ENST00000851331.2,ENST00000987291.1,ENST00001092601.1,ENST00001141137.1	6	ENST00000369478.4,ENST00000851329.1,ENST00000851330.2,ENST00000851331.2,ENST00001092601.1,ENST00001141137.1	3	multiple_isoforms_differential_probe_coverage
CD209	5	12	5	0	11	ENST00000204801.12,ENST00000315591.12,ENST00000315599.12,ENST00000354397.10,ENST00000394161.9,ENST00000394173.9,ENST00000593660.6,ENST00000593821.5,ENST00000601951.6,ENST00000602261.5,ENST00001134509.1	5	ENST00000315599.12,ENST00000394173.9,ENST00000593660.6,ENST00000601951.6,ENST00001134509.1	2	multiple_isoforms_differential_probe_coverage
CD24	5	12	5	0	11	ENST00000606017.2,ENST00000610952.2,ENST00000615659.1,ENST00000619133.5,ENST00000619869.1,ENST00000620405.2,ENST00000622315.1,ENST00001080405.1,ENST00001080406.1,ENST00001096700.1,ENST00001140710.1	4	ENST00000606017.2,ENST00000619133.5,ENST00001080406.1,ENST00001140710.1	3	multiple_isoforms_differential_probe_coverage
CD27	5	8	5	0	8	ENST00000266557.4,ENST00000541233.1,ENST00000881846.2,ENST00000881847.2,ENST00000881848.2,ENST00000989857.1,ENST00001121490.1,ENST00001142597.1	8	ENST00000266557.4,ENST00000541233.1,ENST00000881846.2,ENST00000881847.2,ENST00000881848.2,ENST00000989857.1,ENST00001121490.1,ENST00001142597.1	1	multiple_isoforms_same_probe_coverage
CD274	5	6	5	0	6	ENST00000381573.8,ENST00000381577.4,ENST00000474218.1,ENST00000492923.1,ENST00000498261.1,ENST00001133702.1	3	ENST00000381573.8,ENST00000381577.4,ENST00001133702.1	3	multiple_isoforms_differential_probe_coverage
CD276	5	52	5	0	52	ENST00000318424.10,ENST00000318443.10,ENST00000537340.6,ENST00000557951.1,ENST00000558689.5,ENST00000559073.1,ENST00000559465.1,ENST00000559978.1,ENST00000560786.6,ENST00000560928.5,ENST00000560995.5,ENST00000561176.5,ENST00000561213.6,ENST00000561260.5,ENST00000561416.5,ENST00000563584.5,ENST00000564751.5,ENST00000567189.5,ENST00000567582.5,ENST00000864253.2,ENST00000864254.2,ENST00000864255.2,ENST00000864256.2,ENST00000864257.2,ENST00000864258.1,ENST00000864259.1,ENST00000864260.1,ENST00000864261.1,ENST00000921503.2,ENST00000921504.1,ENST00000921505.2,ENST00000921506.2,ENST00000921507.2,ENST00000921508.2,ENST00000921509.2,ENST00000921510.1,ENST00000921511.1,ENST00000921512.1,ENST00000953229.2,ENST00000953230.2,ENST00000953231.2,ENST00000953232.2,ENST00000953233.1,ENST00000953234.2,ENST00000989522.1,ENST00000989524.1,ENST00001042428.1,ENST00001062336.1,ENST00001123377.1,ENST00001123378.1,ENST00001123379.1,ENST00001134424.1	29	ENST00000318424.10,ENST00000318443.10,ENST00000537340.6,ENST00000564751.5,ENST00000864253.2,ENST00000864254.2,ENST00000864256.2,ENST00000864257.2,ENST00000864258.1,ENST00000864259.1,ENST00000864260.1,ENST00000864261.1,ENST00000921504.1,ENST00000921505.2,ENST00000921506.2,ENST00000921507.2,ENST00000921510.1,ENST00000921512.1,ENST00000953229.2,ENST00000953230.2,ENST00000953231.2,ENST00000953232.2,ENST00000953233.1,ENST00000953234.2,ENST00000989522.1,ENST00000989524.1,ENST00001042428.1,ENST00001062336.1,ENST00001134424.1	5	multiple_isoforms_differential_probe_coverage
CD28	5	5	5	0	5	ENST00000324106.9,ENST00000374481.8,ENST00000458610.6,ENST00000718458.2,ENST00001139826.1	4	ENST00000324106.9,ENST00000374481.8,ENST00000718458.2,ENST00001139826.1	2	multiple_isoforms_differential_probe_coverage
CD300A	5	21	5	0	21	ENST00000310828.11,ENST00000360141.8,ENST00000361933.8,ENST00000392625.8,ENST00000577511.1,ENST00000582319.5,ENST00000648095.1,ENST00000709201.1,ENST00000709202.1,ENST00000709203.1,ENST00000709204.1,ENST00000709205.1,ENST00000709206.1,ENST00000709207.1,ENST00000855628.2,ENST00001092598.1,ENST00001092599.1,ENST00001092600.1,ENST00001128893.1,ENST00001128894.1,ENST00001143522.1	10	ENST00000310828.11,ENST00000360141.8,ENST00000392625.8,ENST00000648095.1,ENST00000709201.1,ENST00000709202.1,ENST00000709203.1,ENST00000855628.2,ENST00001092598.1,ENST00001143522.1	3	multiple_isoforms_differential_probe_coverage
CD33	5	17	5	0	17	ENST00000262262.5,ENST00000391796.8,ENST00000421133.7,ENST00000436584.6,ENST00000598473.1,ENST00000600557.1,ENST00000601785.5,ENST00000850910.1,ENST00000850911.1,ENST00000896216.2,ENST00000921670.2,ENST00000945453.2,ENST00000986625.1,ENST00001093397.1,ENST00001093398.1,ENST00001093399.1,ENST00001142014.1	7	ENST00000262262.5,ENST00000421133.7,ENST00000850910.1,ENST00000850911.1,ENST00000945453.2,ENST00001093399.1,ENST00001142014.1	5	multiple_isoforms_differential_probe_coverage
CD34	5	14	5	0	14	ENST00000310833.12,ENST00000356522.5,ENST00000367036.8,ENST00000485761.1,ENST00000963933.2,ENST00000963934.2,ENST00000975442.1,ENST00000975443.1,ENST00000975444.1,ENST00001031472.1,ENST00001093827.1,ENST00001124462.1,ENST00001124463.1,ENST00001144510.1	8	ENST00000310833.12,ENST00000356522.5,ENST00000963933.2,ENST00000975443.1,ENST00000975444.1,ENST00001031472.1,ENST00001124463.1,ENST00001144510.1	5	multiple_isoforms_differential_probe_coverage
CD36	5	169	5	0	161	ENST00000309881.12,ENST00000394788.8,ENST00000413265.5,ENST00000419819.2,ENST00000426978.5,ENST00000432207.6,ENST00000433696.7,ENST00000435819.6,ENST00000438020.5,ENST00000441034.2,ENST00000447544.7,ENST00000464213.1,ENST00000488048.1,ENST00000534394.6,ENST00000538969.6,ENST00000544133.5,ENST00000855923.2,ENST00000855924.2,ENST00000855925.1,ENST00000855926.2,ENST00000855927.2,ENST00000855928.2,ENST00000855929.2,ENST00000855930.2,ENST00000855931.2,ENST00000855932.2,ENST00000855933.2,ENST00000855934.2,ENST00000855935.2,ENST00000855936.2,ENST00000855937.2,ENST00000855938.2,ENST00000855939.2,ENST00000855940.2,ENST00000855941.2,ENST00000855942.2,ENST00000855943.2,ENST00000855944.2,ENST00000855945.2,ENST00000855946.2,ENST00000855947.2,ENST00000855948.2,ENST00000855949.2,ENST00000855950.2,ENST00000855951.2,ENST00000855952.2,ENST00000855953.2,ENST00000855954.2,ENST00000855955.2,ENST00000855956.2,ENST00000855957.2,ENST00000855958.2,ENST00000855959.2,ENST00000855960.2,ENST00000855961.2,ENST00000855962.2,ENST00000855963.2,ENST00000855964.2,ENST00000855965.2,ENST00000855966.2,ENST00000956914.1,ENST00000956915.2,ENST00000956916.2,ENST00000956917.2,ENST00000956918.2,ENST00000956919.2,ENST00000956920.2,ENST00000956921.2,ENST00000956922.2,ENST00000956923.2,ENST00000956924.2,ENST00000956925.2,ENST00000956926.2,ENST00000956927.2,ENST00000956928.2,ENST00000956929.2,ENST00000956930.2,ENST00000956931.2,ENST00000956932.2,ENST00000956933.2,ENST00000956934.2,ENST00000956935.2,ENST00000956936.2,ENST00000956937.2,ENST00000956938.2,ENST00000956939.2,ENST00000956940.2,ENST00000956941.2,ENST00000956942.2,ENST00000956943.2,ENST00000956944.2,ENST00000956945.2,ENST00000956946.2,ENST00000956947.2,ENST00000956948.2,ENST00000956949.2,ENST00000956950.2,ENST00000956951.2,ENST00000956952.2,ENST00000956953.2,ENST00000956954.2,ENST00000956955.2,ENST00000956956.2,ENST00000956957.2,ENST00000956958.2,ENST00000956959.2,ENST00000956960.2,ENST00000956961.2,ENST00000956962.2,ENST00000956963.2,ENST00000956964.2,ENST00000956965.2,ENST00000978550.1,ENST00000978551.1,ENST00000978552.1,ENST00000978553.1,ENST00000978554.1,ENST00000978555.1,ENST00001025222.1,ENST00001025224.1,ENST00001025225.1,ENST00001025226.1,ENST00001025229.1,ENST00001025230.1,ENST00001025231.1,ENST00001025232.1,ENST00001025233.1,ENST00001025234.1,ENST00001025236.1,ENST00001025237.1,ENST00001025238.1,ENST00001025239.1,ENST00001025240.1,ENST00001025241.1,ENST00001025242.1,ENST00001025244.1,ENST00001025245.1,ENST00001025247.1,ENST00001025248.1,ENST00001025250.1,ENST00001025251.1,ENST00001025252.1,ENST00001025253.1,ENST00001025254.1,ENST00001025255.1,ENST00001025256.1,ENST00001025257.1,ENST00001025258.1,ENST00001025260.1,ENST00001025261.1,ENST00001025262.1,ENST00001025267.1,ENST00001025269.1,ENST00001025271.1,ENST00001025272.1,ENST00001098240.1,ENST00001112494.1,ENST00001121152.1,ENST00001126305.1,ENST00001126306.1,ENST00001137071.1	136	ENST00000309881.12,ENST00000394788.8,ENST00000432207.6,ENST00000433696.7,ENST00000435819.6,ENST00000447544.7,ENST00000534394.6,ENST00000538969.6,ENST00000544133.5,ENST00000855923.2,ENST00000855924.2,ENST00000855925.1,ENST00000855926.2,ENST00000855927.2,ENST00000855928.2,ENST00000855929.2,ENST00000855930.2,ENST00000855931.2,ENST00000855932.2,ENST00000855933.2,ENST00000855935.2,ENST00000855936.2,ENST00000855937.2,ENST00000855938.2,ENST00000855939.2,ENST00000855940.2,ENST00000855941.2,ENST00000855942.2,ENST00000855943.2,ENST00000855944.2,ENST00000855945.2,ENST00000855946.2,ENST00000855947.2,ENST00000855948.2,ENST00000855949.2,ENST00000855950.2,ENST00000855951.2,ENST00000855952.2,ENST00000855953.2,ENST00000855954.2,ENST00000855955.2,ENST00000855956.2,ENST00000855957.2,ENST00000855958.2,ENST00000855959.2,ENST00000855960.2,ENST00000855961.2,ENST00000855963.2,ENST00000855964.2,ENST00000855965.2,ENST00000855966.2,ENST00000956914.1,ENST00000956915.2,ENST00000956916.2,ENST00000956917.2,ENST00000956918.2,ENST00000956919.2,ENST00000956920.2,ENST00000956921.2,ENST00000956922.2,ENST00000956923.2,ENST00000956925.2,ENST00000956926.2,ENST00000956927.2,ENST00000956928.2,ENST00000956929.2,ENST00000956930.2,ENST00000956931.2,ENST00000956932.2,ENST00000956933.2,ENST00000956935.2,ENST00000956936.2,ENST00000956937.2,ENST00000956938.2,ENST00000956939.2,ENST00000956940.2,ENST00000956941.2,ENST00000956942.2,ENST00000956943.2,ENST00000956944.2,ENST00000956945.2,ENST00000956946.2,ENST00000956948.2,ENST00000956949.2,ENST00000956950.2,ENST00000956951.2,ENST00000956952.2,ENST00000956953.2,ENST00000956954.2,ENST00000956956.2,ENST00000956957.2,ENST00000956958.2,ENST00000956959.2,ENST00000956961.2,ENST00000956962.2,ENST00000956963.2,ENST00000956964.2,ENST00000956965.2,ENST00000978550.1,ENST00000978551.1,ENST00000978552.1,ENST00000978553.1,ENST00000978554.1,ENST00000978555.1,ENST00001025222.1,ENST00001025224.1,ENST00001025226.1,ENST00001025229.1,ENST00001025230.1,ENST00001025231.1,ENST00001025232.1,ENST00001025233.1,ENST00001025234.1,ENST00001025236.1,ENST00001025238.1,ENST00001025239.1,ENST00001025241.1,ENST00001025242.1,ENST00001025244.1,ENST00001025247.1,ENST00001025248.1,ENST00001025250.1,ENST00001025251.1,ENST00001025252.1,ENST00001025253.1,ENST00001025254.1,ENST00001025255.1,ENST00001025257.1,ENST00001025260.1,ENST00001025267.1,ENST00001025271.1,ENST00001025272.1,ENST00001098240.1,ENST00001126305.1,ENST00001126306.1,ENST00001137071.1	5	multiple_isoforms_differential_probe_coverage
CD37	5	23	5	0	21	ENST00000323906.9,ENST00000391859.6,ENST00000426897.7,ENST00000535669.7,ENST00000593512.5,ENST00000594743.1,ENST00000595660.1,ENST00000595725.5,ENST00000596426.5,ENST00000597033.5,ENST00000597602.1,ENST00000597852.5,ENST00000598095.5,ENST00000598134.1,ENST00000890245.1,ENST00000890246.1,ENST00000890247.2,ENST00000944451.2,ENST00000992775.1,ENST00001095086.1,ENST00001118536.1	8	ENST00000323906.9,ENST00000391859.6,ENST00000426897.7,ENST00000595725.5,ENST00000597852.5,ENST00000944451.2,ENST00000992775.1,ENST00001095086.1	5	multiple_isoforms_differential_probe_coverage
CD38	5	8	5	0	8	ENST00000226279.8,ENST00000502843.5,ENST00000506191.1,ENST00000510674.1,ENST00000511430.1,ENST00000868373.2,ENST00001009168.1,ENST00001103119.1	4	ENST00000226279.8,ENST00000502843.5,ENST00000868373.2,ENST00001009168.1	4	multiple_isoforms_differential_probe_coverage
CD3D	5	11	5	0	11	ENST00000300692.9,ENST00000392884.4,ENST00000526561.1,ENST00000529594.6,ENST00000534687.5,ENST00000695666.1,ENST00000695667.1,ENST00000695668.1,ENST00001102243.1,ENST00001102244.1,ENST00001140190.1	4	ENST00000300692.9,ENST00000392884.4,ENST00001102243.1,ENST00001140190.1	4	multiple_isoforms_differential_probe_coverage
